Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(l/100km),Emission,Price,car_id
Mahindra,Scorpio,2015,White,Suv,44987,1st,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,8480.0,477
Hyundai,Elite,2018,Grey,Hatchback,34491,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7870.0,478
Hyundai,i20,2018,Grey,Hatchback,34491,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7870.0,478
Hyundai,i20,2016,White,Crossover,88321,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,6380.0,479
Hyundai,Active,2016,White,Crossover,88321,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,6380.0,479
Renault,Kwid,2021,Brown,Hatchback,11275,1st,5,Petrol,28,1298,5-Speed,Automatic,67.0,91.0,4.55,BS IV,5280.0,480
Hyundai,Verna,2013,Silver,Sedan,84391,1st,5,Petrol,43,1591,4-Speed,Automatic,121.0,158.0,6.02,BS III,6060.0,481
Maruti,Swift,2012,Red,Sedan,93004,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4420.0,482
Maruti,Dzire,2012,Red,Sedan,93004,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4420.0,482
Suzuki,Swift,2012,Red,Sedan,93004,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4420.0,482
Suzuki,Dzire,2012,Red,Sedan,93004,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,4420.0,482
Maruti,Ciaz,2019,Blue,Sedan,23861,2nd,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,8590.0,483
Suzuki,Ciaz,2019,Blue,Sedan,23861,2nd,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,8590.0,483
Hyundai,Grand,2016,Grey,Hatchback,43877,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,5140.0,484
Hyundai,i10,2016,Grey,Hatchback,43877,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,5140.0,484
Honda,City,2015,Silver,Sedan,76926,1st,5,Petrol,40,1497,5-Speed,Manual,117.3,145.0,5.62,BS IV,6630.0,485
Hyundai,Elite,2016,Blue,Hatchback,94389,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,5680.0,486
Hyundai,i20,2016,Blue,Hatchback,94389,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,5680.0,486
Maruti,Ritz,2014,Silver,Hatchback,64291,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4070.0,487
Suzuki,Ritz,2014,Silver,Hatchback,64291,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4070.0,487
Hyundai,Fluidic,2017,White,Sedan,25068,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8240.0,488
Hyundai,Verna,2017,White,Sedan,25068,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8240.0,488
Hyundai,4S,2017,White,Sedan,25068,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8240.0,488
Renault,Triber,2020,White,Muv,27215,1st,7,Petrol,40,999,5-Speed,Manual,71.0,96.0,5.0,BS IV,7390.0,489
Hyundai,i20,2014,Blue,Hatchback,62692,2nd,5,Petrol,45,1197,5-Speed,Manual,82.85,113.0,5.41,BS IV,4850.0,490
Hyundai,Verna,2020,Grey,Sedan,16234,1st,5,Diesel,45,1493,6-Speed,Manual,113.0,250.0,4.0,BS IV,14640.0,491
Hyundai,Elite,2018,Grey,Hatchback,39742,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,6910.0,492
Hyundai,i20,2018,Grey,Hatchback,39742,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,6910.0,492
Maruti,Wagon,2017,Grey,Hatchback,27876,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5120.0,493
Maruti,R,2017,Grey,Hatchback,27876,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5120.0,493
Suzuki,Wagon,2017,Grey,Hatchback,27876,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5120.0,493
Suzuki,R,2017,Grey,Hatchback,27876,1st,5,Petrol,32,998,5-Speed,Manual,67.05,90.0,4.59,BS V,5120.0,493
Hyundai,Elite,2017,Red,Hatchback,51511,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,7880.0,494
Hyundai,i20,2017,Red,Hatchback,51511,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,7880.0,494
Maruti,Swift,2012,Black,Hatchback,82049,1st,5,Diesel,43,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,4570.0,495
Suzuki,Swift,2012,Black,Hatchback,82049,1st,5,Diesel,43,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,4570.0,495
Maruti,Dzire,2018,Blue,Sedan,16257,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.3,BS V,7550.0,496
Suzuki,Dzire,2018,Blue,Sedan,16257,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.3,BS V,7550.0,496
Mahindra,XUV,2020,White,Suv,39894,1st,5,Diesel,42,1497,6-Speed,Manual,115.0,300.0,5.0,BS IV,12770.0,497
Mahindra,300,2020,White,Suv,39894,1st,5,Diesel,42,1497,6-Speed,Manual,115.0,300.0,5.0,BS IV,12770.0,497
Maruti,Eeco,2018,Grey,Muv,24630,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4520.0,498
Suzuki,Eeco,2018,Grey,Muv,24630,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4520.0,498
Maruti,Alto,2013,Red,Hatchback,74834,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3010.0,499
Maruti,K10,2013,Red,Hatchback,74834,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3010.0,499
Suzuki,Alto,2013,Red,Hatchback,74834,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3010.0,499
Suzuki,K10,2013,Red,Hatchback,74834,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3010.0,499
Maruti,Alto,2011,Black,Hatchback,54857,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2620.0,500
Maruti,K10,2011,Black,Hatchback,54857,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2620.0,500
Suzuki,Alto,2011,Black,Hatchback,54857,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2620.0,500
Suzuki,K10,2011,Black,Hatchback,54857,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2620.0,500
Maruti,Alto,2013,Red,Hatchback,59394,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3080.0,501
Maruti,K10,2013,Red,Hatchback,59394,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3080.0,501
Suzuki,Alto,2013,Red,Hatchback,59394,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3080.0,501
Suzuki,K10,2013,Red,Hatchback,59394,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3080.0,501
Maruti,Ciaz,2020,White,Sedan,8617,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,10230.0,502
Suzuki,Ciaz,2020,White,Sedan,8617,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,10230.0,502
Ford,Freestyle,2018,Red,Crossover,29028,1st,5,Petrol,42,1298,5-Speed,Automatic,94.93,119.0,5.41,BS IV,6350.0,503
Maruti,Ciaz,2020,Grey,Sedan,4878,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,10150.0,504
Suzuki,Ciaz,2020,Grey,Sedan,4878,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,10150.0,504
Maruti,Alto,2011,Silver,Hatchback,82262,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2550.0,505
Maruti,K10,2011,Silver,Hatchback,82262,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2550.0,505
Suzuki,Alto,2011,Silver,Hatchback,82262,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2550.0,505
Suzuki,K10,2011,Silver,Hatchback,82262,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2550.0,505
Maruti,Swift,2011,Red,Hatchback,56696,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,6.21,BS IV,3960.0,506
Suzuki,Swift,2011,Red,Hatchback,56696,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,6.21,BS IV,3960.0,506
Hyundai,Creta,2016,Red,Suv,40249,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,10110.0,507
Hyundai,Elite,2015,Red,Hatchback,29169,1st,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,6610.0,508
Hyundai,i20,2015,Red,Hatchback,29169,1st,5,Petrol,45,1197,5-Speed,Manual,82.0,115.0,5.38,BS IV,6610.0,508
Maruti,Ritz,2014,Red,Hatchback,48449,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4500.0,509
Suzuki,Ritz,2014,Red,Hatchback,48449,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4500.0,509
Volkswagen,Polo,2011,Red,Hatchback,55512,1st,5,Petrol,45,1199,5-Speed,Manual,74.0,110.0,6.17,BS IV,4350.0,510
Hyundai,Verna,2014,White,Sedan,81335,2nd,5,Diesel,43,1582,4-Speed,Manual,126.0,260.0,4.57,BS III,7720.0,511
Maruti,Alto,2015,Silver,Hatchback,25388,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3310.0,512
Maruti,800,2015,Silver,Hatchback,25388,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3310.0,512
Suzuki,Alto,2015,Silver,Hatchback,25388,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3310.0,512
Suzuki,800,2015,Silver,Hatchback,25388,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3310.0,512
Renault,Kiger,2021,White,Suv,17120,1st,5,Petrol,40,1298,5-Speed,Automatic,71.0,96.0,5.08,BS IV,8300.0,513
Renault,Kwid,2021,Silver,Hatchback,25170,1st,5,Petrol,28,799,5-Speed,Automatic,53.0,72.0,4.83,BS IV,4850.0,514
Maruti,Ritz,2014,Brown,Hatchback,67154,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4050.0,515
Suzuki,Ritz,2014,Brown,Hatchback,67154,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4050.0,515
Maruti,Wagon,2012,Grey,Hatchback,40078,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3470.0,516
Maruti,R,2012,Grey,Hatchback,40078,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3470.0,516
Suzuki,Wagon,2012,Grey,Hatchback,40078,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3470.0,516
Suzuki,R,2012,Grey,Hatchback,40078,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3470.0,516
Maruti,Alto,2017,Grey,Hatchback,10100,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3690.0,517
Maruti,800,2017,Grey,Hatchback,10100,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3690.0,517
Suzuki,Alto,2017,Grey,Hatchback,10100,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3690.0,517
Suzuki,800,2017,Grey,Hatchback,10100,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,3690.0,517
Hyundai,Elite,2018,Red,Hatchback,23326,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7680.0,518
Hyundai,i20,2018,Red,Hatchback,23326,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7680.0,518
Honda,Jazz,2016,Red,Hatchback,56762,1st,5,Petrol,40,1199,5-Speed,Automatic,88.7,110.0,5.35,BS V,5780.0,519
Maruti,Alto,2021,White,Hatchback,6363,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4170.0,520
Maruti,800,2021,White,Hatchback,6363,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4170.0,520
Suzuki,Alto,2021,White,Hatchback,6363,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4170.0,520
Suzuki,800,2021,White,Hatchback,6363,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4170.0,520
Maruti,Wagon,2012,Blue,Hatchback,49799,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3490.0,521
Maruti,R,2012,Blue,Hatchback,49799,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3490.0,521
Suzuki,Wagon,2012,Blue,Hatchback,49799,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3490.0,521
Suzuki,R,2012,Blue,Hatchback,49799,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3490.0,521
Honda,Jazz,2016,White,Hatchback,94873,1st,5,Petrol,40,1199,5-Speed,Automatic,88.7,110.0,5.35,BS V,5760.0,522
Ford,EcoSport,2016,Blue,Suv,69414,1st,5,Petrol,52,999,5-Speed,Manual,124.0,170.0,5.29,BS IV,6290.0,523
Hyundai,i10,2014,Red,Hatchback,40450,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4230.0,524
Ford,EcoSport,2014,White,Suv,86120,1st,5,Diesel,52,1498,5-Speed,Manual,98.96,215.0,4.61,BS III,6430.0,525
Hyundai,Elite,2018,Red,Hatchback,29948,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7370.0,526
Hyundai,i20,2018,Red,Hatchback,29948,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7370.0,526
Renault,Kwid,2019,Grey,Hatchback,22356,1st,5,Petrol,28,799,5-Speed,Manual,53.3,72.0,3.97,BS V,4250.0,527
Hyundai,i10,2011,Grey,Hatchback,77554,1st,5,Petrol,35,1086,5-Speed,Manual,68.05,99.04,5.05,BS III,3300.0,528
Kia,Seltos,2020,Red,Suv,18499,1st,5,Petrol,50,1497,6-Speed,Manual,113.4,114.0,5.95,BS IV,13690.0,529
Maruti,Eeco,2019,Grey,Muv,27462,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4360.0,530
Suzuki,Eeco,2019,Grey,Muv,27462,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4360.0,530
Honda,WR-V,2019,Red,Suv,53948,1st,5,Petrol,40,1199,5-Speed,Manual,88.5,110.0,6.06,BS IV,8830.0,531
Kia,Seltos,2020,Red,Suv,20280,1st,5,Petrol,50,1353,6-Speed,Manual,138.0,242.0,6.21,BS IV,16100.0,532
Hyundai,Verna,2011,White,Sedan,75713,2nd,5,Petrol,45,1599,5-Speed,Automatic,103.0,147.0,8.47,BS IV,4000.0,533
Hyundai,Transform,2011,White,Sedan,75713,2nd,5,Petrol,45,1599,5-Speed,Automatic,103.0,147.0,8.47,BS IV,4000.0,533
Maruti,Alto,2019,Grey,Hatchback,35607,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4290.0,534
Maruti,K10,2019,Grey,Hatchback,35607,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4290.0,534
Suzuki,Alto,2019,Grey,Hatchback,35607,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4290.0,534
Suzuki,K10,2019,Grey,Hatchback,35607,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4290.0,534
Maruti,Eeco,2017,Silver,Muv,75728,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4080.0,535
Suzuki,Eeco,2017,Silver,Muv,75728,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4080.0,535
Hyundai,i10,2015,White,Hatchback,26176,2nd,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4080.0,536
Maruti,Dzire,2018,Blue,Sedan,19949,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.15,BS V,7390.0,537
Suzuki,Dzire,2018,Blue,Sedan,19949,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.15,BS V,7390.0,537
Renault,Duster,2015,Red,Suv,59680,1st,5,Diesel,50,1596,5-Speed,Manual,108.0,248.0,5.1,BS V,7540.0,538
Renault,Duster,2015,Red,Suv,59680,1st,5,Diesel,50,1461,5-Speed,Manual,108.0,248.0,5.1,BS V,7540.0,540
Hyundai,Xcent,2014,White,Sedan,68363,1st,5,Petrol,43,1197,5-Speed,Manual,81.0,114.0,5.24,BS IV,4610.0,542
Renault,Triber,2020,Red,Muv,12256,1st,7,Petrol,40,999,5-Speed,Automatic,72.0,96.0,5.49,BS IV,7320.0,543
Renault,Triber,2019,Orange,Muv,16554,1st,7,Petrol,40,999,5-Speed,Manual,71.0,96.0,5.0,BS IV,7010.0,544
Hyundai,i10,2015,Silver,Hatchback,38156,2nd,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4060.0,545
Maruti,Alto,2012,White,Hatchback,66016,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,2710.0,546
Maruti,800,2012,White,Hatchback,66016,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,2710.0,546
Suzuki,Alto,2012,White,Hatchback,66016,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,2710.0,546
Suzuki,800,2012,White,Hatchback,66016,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,2710.0,546
Hyundai,Eon,2013,Blue,Hatchback,24862,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,2930.0,547
Toyota,Etios,2012,Silver,Sedan,67312,2nd,5,Petrol,45,1496,5-Speed,Manual,90.0,132.0,5.69,BS IV,3680.0,548
Hyundai,Grand,2013,Red,Hatchback,68842,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4470.0,549
Hyundai,i10,2013,Red,Hatchback,68842,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4470.0,549
Honda,WR-V,2018,Brown,Suv,48924,1st,5,Diesel,40,1498,6-Speed,Manual,97.89,200.0,4.22,BS IV,9120.0,550
Maruti,Swift,2011,Grey,Sedan,71460,1st,5,Petrol,43,1298,5-Speed,Manual,85.8,114.0,5.71,BS IV,3870.0,551
Maruti,Dzire,2011,Grey,Sedan,71460,1st,5,Petrol,43,1298,5-Speed,Manual,85.8,114.0,5.71,BS IV,3870.0,551
Suzuki,Swift,2011,Grey,Sedan,71460,1st,5,Petrol,43,1298,5-Speed,Manual,85.8,114.0,5.71,BS IV,3870.0,551
Suzuki,Dzire,2011,Grey,Sedan,71460,1st,5,Petrol,43,1298,5-Speed,Manual,85.8,114.0,5.71,BS IV,3870.0,551
Renault,Kwid,2019,Red,Hatchback,33661,1st,5,Petrol,28,999,5-Speed,Manual,67.0,91.0,4.35,BS V,4480.0,552
Toyota,Yaris,2020,White,Sedan,33394,2nd,5,Petrol,42,1596,5-Speed,Manual,105.94,140.0,5.52,BS IV,10510.0,553
Toyota,Yaris,2020,White,Sedan,33394,2nd,5,Petrol,42,1496,5-Speed,Manual,105.94,140.0,5.52,BS IV,10510.0,555
Toyota,Yaris,2019,Brown,Sedan,9242,1st,5,Petrol,42,1596,6-Speed,Manual,105.94,140.0,5.82,BS IV,9140.0,557
Toyota,Yaris,2019,Brown,Sedan,9242,1st,5,Petrol,42,1496,6-Speed,Manual,105.94,140.0,5.82,BS IV,9140.0,559
Hyundai,Verna,2014,White,Sedan,88267,1st,5,Petrol,43,1591,5-Speed,Automatic,121.0,158.0,5.88,BS III,5980.0,561
MG,Hector,2020,Silver,Suv,13185,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,18220.0,562
Motors,Hector,2020,Silver,Suv,13185,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,18220.0,562
MG,Hector,2020,Silver,Suv,13185,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,18220.0,564
Motors,Hector,2020,Silver,Suv,13185,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,18220.0,564
Kia,Seltos,2020,White,Suv,25450,1st,5,Petrol,50,1353,6-Speed,Manual,138.0,242.0,6.21,BS IV,15890.0,566
Toyota,Yaris,2020,White,Sedan,37283,2nd,5,Petrol,42,1596,5-Speed,Manual,105.94,140.0,5.52,BS IV,10270.0,567
Toyota,Yaris,2020,White,Sedan,37283,2nd,5,Petrol,42,1496,5-Speed,Manual,105.94,140.0,5.52,BS IV,10270.0,569
Maruti,Ciaz,2019,Blue,Sedan,41804,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,8630.0,571
Suzuki,Ciaz,2019,Blue,Sedan,41804,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,8630.0,571
Maruti,Wagon,2011,Red,Hatchback,72631,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3150.0,572
Maruti,R,2011,Red,Hatchback,72631,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3150.0,572
Suzuki,Wagon,2011,Red,Hatchback,72631,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3150.0,572
Suzuki,R,2011,Red,Hatchback,72631,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3150.0,572
Renault,Kwid,2019,Grey,Hatchback,37865,1st,5,Petrol,28,999,5-Speed,Manual,67.0,91.0,4.35,BS V,4330.0,573
Hyundai,Grand,2014,White,Hatchback,72514,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4540.0,574
Hyundai,i10,2014,White,Hatchback,72514,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4540.0,574
Renault,Kiger,2021,Silver,Suv,21304,1st,5,Petrol,40,1298,5-Speed,Automatic,71.0,96.0,5.22,BS IV,8070.0,575
Maruti,Swift,2021,Red,Hatchback,7881,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.71,BS IV,7340.0,576
Suzuki,Swift,2021,Red,Hatchback,7881,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.71,BS IV,7340.0,576
Mahindra,Scorpio,2016,Black,Suv,54656,1st,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,10540.0,577
Maruti,Celerio,2014,Grey,Hatchback,39400,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4490.0,578
Suzuki,Celerio,2014,Grey,Hatchback,39400,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4490.0,578
Skoda,Rapid,2012,Silver,Sedan,52326,1st,5,Petrol,55,1598,6-Speed,Automatic,103.0,153.0,6.99,BS III,5380.0,579
Hyundai,i20,2018,Brown,Crossover,24310,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,8830.0,580
Hyundai,Active,2018,Brown,Crossover,24310,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,8830.0,580
Hyundai,Grand,2017,Silver,Hatchback,25966,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5440.0,581
Hyundai,i10,2017,Silver,Hatchback,25966,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5440.0,581
Honda,City,2011,Black,Sedan,90745,1st,5,Petrol,42,1497,5-Speed,Automatic,118.0,146.0,9.62,BS IV,4850.0,582
Hyundai,Venue,2019,Blue,Suv,21628,1st,5,Petrol,45,998,6-Speed,Manual,118.35,171.6,5.47,BS IV,9950.0,583
Renault,Triber,2020,Blue,Muv,43164,1st,7,Petrol,40,999,5-Speed,Automatic,72.0,96.0,5.49,BS IV,7520.0,584
Maruti,Alto,2011,Black,Hatchback,16061,2nd,5,Petrol,35,796,5-Speed,Manual,46.3,62.0,5.08,BS IV,2660.0,585
Suzuki,Alto,2011,Black,Hatchback,16061,2nd,5,Petrol,35,796,5-Speed,Manual,46.3,62.0,5.08,BS IV,2660.0,585
Hyundai,Xcent,2015,Blue,Sedan,65025,1st,5,Petrol,43,1197,4-Speed,Automatic,81.0,114.0,6.21,BS IV,5510.0,586
Hyundai,Grand,2014,Black,Hatchback,26974,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4770.0,587
Hyundai,i10,2014,Black,Hatchback,26974,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4770.0,587
Maruti,Swift,2013,Beige,Sedan,23778,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,5230.0,588
Maruti,Dzire,2013,Beige,Sedan,23778,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,5230.0,588
Suzuki,Swift,2013,Beige,Sedan,23778,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,5230.0,588
Suzuki,Dzire,2013,Beige,Sedan,23778,1st,5,Petrol,42,1197,5-Speed,Manual,85.8,114.0,5.24,BS IV,5230.0,588
Hyundai,Verna,2020,Black,Sedan,7594,1st,5,Petrol,45,1497,5-Speed,Automatic,113.0,144.0,5.43,BS IV,14220.0,589
Maruti,Alto,2020,Blue,Hatchback,21075,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4300.0,590
Maruti,800,2020,Blue,Hatchback,21075,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4300.0,590
